,tweets
155,"@tigorsiagian @ojkindonesia Yang tergiur iming² akan celaka, yang takut ancaman (FOMO) akan sengsara.  Investasi yang sukses butuh proses, ya dapat durian runtuh boleh sesekali saja, jika mau sering dan terus² you kudu ada kavling disitu."
156,"Persiapkan dana darurat untuk kejadian tak terduga. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
22104
https://t.co/FsWOwLivhr"
157,"pada group Rookies+paling bontot. Belum lagi ada investasi pemerintah di industri musik yang buat bias terhadap WN Korea.

Semangat terus Aeri. Kamu berbakat kok! MY juga semangat terus aspirasikan ketidakadilan! (End)."
158,"@txtdrpemerintah Investasi si investasi,tp ko kebanyakannya sm rakyat sendiri 🥱"
159,"@made_in_INA @exelrockstar Wkwk gua mah kerja goblok, investasi di pasar modal jg, gua kagak percaya ada perusahaan ngasih voucher 7,5 jt/ bulan hanya utk BBM, makanya perusahaannya apa?? Ya klo gaji lebih besar jg disana mungkin saya tertarik pindah kesana, klo itu benar harusnya lu berani kasih tau 🤣🤣"
160,"Kenapa nyamain sedekah sebagai investasi sih? Bukannya kita bersedekah karena memang ada hak orang lain dalam harta kita. Apa ""matematika Allah"" sesimpel itu? https://t.co/NaAiuPrfXw"
161,"Astagfirullah. Inilah contoh orang yang jual investasi bodong pake agama.

Laknat bener https://t.co/cy1k4EEv73"
162,"@MAJALAH_GATRA Kalau urusan bisnis, investor tentu sudah paham resiko investasi, untung atau rugi. Apakah investasinya masuk money game atau tidak... silahkan gugat pengelolanya.."
163,@Cici29__ @ardianpancaa Jadi paytren itu platform pembayaran atau investasi atau apa sih mbak?
164,"Banyak orang koar2 mending uangnya di investasikan!Hidup sederhana karena uang diinvestasikan Demi masa depan!
Tapi lupa caranya membahagiakan diri 
Tapi lupa caranya menikmati hidup
Tapi lupa kematian bisa datang kapan aja!
So,buat apa banyak2 investasi kalo ujung2nya besok mati"
165,@won47kyu23 @worksfess Ini bener sih kejadian di tetangga gue. Dia gajinya lebih gede dari gue tapi yaampun gaya hidupnya hedon banget. Harusnya bisa ditabung atau investasi gitu ini malah buat beli hp 20jtan
166,"@MAJALAH_GATRA Beginilah yg terjadi klo agama dibikin buat narik bisnis, dan masyrakat kita paling demen klo ad bisnis berkedok agama, mending bisnis bener investasi bodong.. Pokoknya syariah langsung sperti benar.. Kita harus bnyak belajar wahai umaat.. Jgn liat casingnya.. Pahami metodenya"
167,@ikandoribakar @achacipcup waduh kurng paham bil gprnh nongkrong sm anak jaksel yg suka bahas nft sm investasi
168,"Perihal video nodong di depan jamaah, emang udah tau dari lama. Dan termasuk yg kurang suka cara gituan.

Makanya sejak dulu cuma ikutin beliau kalo bab ngaji Qur'an aja, kalo bagian investasi atau enterpreneur gitu langsung skip."
169,"Investasi adalah menyuruh uangmu kerja selama setahun, 2 tahun,dst. Iya sih gak pasti untung.

Tapi minimal elo dah jadi bos, bukan yg dipekerjakan."
170,Kok orang pada gampang banget ketipu sama investasi dengan iming-iming return gede ya ?
171,"@MAJALAH_GATRA di endonesa ini paling gampang jualan investasi bodong, satunya lagi jualan agama.

nah kalo digabungin, gini nih jadinya."
172,"@OposisiCerdas Perjanjian utang dalam bentuk investasi bisa membunuhnya kalau digagalkan presiden baru, presiden baru belum tentu mau karena perjanjian itu sangat merugikan, Indonesia kena jebakan utang"
173,"@worksfess tanggepannya ya wajar2 aja, di sentul harga tanah itu emg tinggi &amp; mungkin emg cita2 dia mau punya rumah disana. investasi jg perlu &amp; kyanya dia jg udh hitung2 tuh &amp; terima resiko, masalah kurang atau engganya yakan kebutuhan org beda2. hadehhh"
174,@Endriyw Investasi tu invest apa sih yg dijanjikan?
175,Lagi bukannya dakwah aja sie malah ikut2 buat investasi bodong gini https://t.co/fMzUOsHa27
176,"Sedekah juga mesti jelas arah alir dana nya mau dipake apa, kepentingan umat seperti apa.
Kalo sedekah pengen untung, rasanya kaya ngajak investasi, tapi jaminannya pake mama Tuhan gitu?
Mungkin kalo pake nama Tuhan ada jaminan ga akan lost 😌 https://t.co/QYPfwd9inB"
177,"@EisforEby @Conspirare_JKT @bola_abis Logam mulia jika disimpan dirumah,bisa dirampok sekalian sertifikat rumahnya.
Dan orangnya bisa dihabisin sama perampok.
Paling aman ya investasi kebaikan saja,menebar cinta tanpa syarat/welas asih ke semua makhluk.."
178,"Ayo berinvestasi sekarang juga untuk masa depan sejahtera. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKW4DsB
56556
https://t.co/FsWOwL1sfr"
179,"@Dina1983cantik @gueEnds @IiiZahrah @Nofear_1990 @utiah_mak @UtunBack @endang_nz @Di4ntara @ZaiQyoto1 @TuaGilaAndalas1 @annourcharity @KaiDevil_47 @Pecel_Lele5678 @NayoanAngelyca @DeeJee_007 @emprosay @NongNayara @Nong_Dewintha @me_kiea_ @matta_2103 @LuNaEndelia @WolfPrily @Cattl3yya @An_Kiim @azzah196 @alamanda_maroon @desita5769 @BrownGirl_305 @_Kemuning_senja @MayaMario1 @viaa_tha @ShadowJoe2 @Srikandi_sunda @Mbobzzz @BoecienN @dorayanj @atha_alfar3zi @HilFachruddin @BungHaris3 @Missel_Anisah @Nenk_Azah1 @dyahNeZza @bengkeldodo @Julieaisyah_ @Stevaniehuangg @NenkMonica @Tan_Mar3M @Lelaki_5uny1 @ruwetnesia_62 @by_blackangel 🌅SEGILA GILA Nya orang Gila ya tidak Gila seperti ""Ustadz Gila"" Penipu &amp; Investasi Bodong yg Gila.🌅 https://t.co/ZKI7Ln3WDB https://t.co/rymM5BBUz1"
180,"@yukbelanjayukk @JVLEHA Emang mending jangan. Banyak orang2 nekat ngutang buat main trading/investasi, yg akhirnya jadi makin numpuk utangnya. Soalnya lebih banyak ruginya kalo belum paham/pinter ilmu soal trading."
181,@Dinda_Annisaaa @SumitroYoel kalau bukan investasi bodong terus ilang duitnya karna apa kak?
182,"@riniast_ @dedoycahoy iya nek dah tau kalo itu MLM, kan awalnya bilang investasi 🤣🤣🤣🤣🤣"
183,@drajatwicks @dedoycahoy Udu investasi bestie. MLM ra jelas
184,"Pada 2010, Gates mendirikan Giving Pledge dengan ahli investasi Warren Buffett, orang terkaya dunia nomor empat."
185,"@riniast_ @dedoycahoy BENEEEER BIANGETTT, iki ustad po agen investasi je"
186,Mau Request Proposal Investasi JOERAGAN Group..? SMS/WA: 0812-2269-0766 https://t.co/S7hbHNlWP1
187,"Keberadaan pengusaha ekraf di Australia ini bukan sekadar membuka peluang pasar baru, melainkan juga meningkatkan peluang investasi yang akan membangkitkan ekonomi dan menciptakan lapangan kerja lebih luas lagi."
188,"@adillahendi @knupisback @EisforEby @Conspirare_JKT @bola_abis Kemaren ada investasi ""logam mulia"" yang ternyata bodong. Ternyata Ponzi juga
https://t.co/wIZN6PcKA0"
189,"@CebonkDungu @Msbrow8 Smw  dg dalih investasi,dl rev UU kpk jg dgr2 biar investasi bagus ,uu ciloko dll,nyatane podo wae"
190,@Msbrow8 Investasi opo selama ini mana hasilna
191,"@EisforEby @Conspirare_JKT @bola_abis Logam mulia juga bisa, investasi paling aman adalah investasi akhirat"
192,@rayimaz Kalo diajak healing nyasar ga bikin investasi
193,Investasi kepercayaan itu lebih mahal dari segalanya
194,"@Conspirare_JKT @bola_abis Paling aman ya investasi akhirat. Zakat, amal, infaq, sedekah. Tapi jangan lewat yusuf mansur. Dijamin aman."
195,"@MAJALAH_GATRA dulu YM sudah diingatkan kok sama dahlan iskan. waktu itu DI masih menteri. diingatkan kalau sedekah dan investasi harus dibedakan. karena aturan, laporan dan perpajakannya beda. kalau investasi harus diawasi OJK."
196,@javafoodie_ Investasi panti rapih
197,"@convomf anime, investasi, materi kuliah, politik, konspirasi. kadang game bisa lah"
198,"@Unterhose08 Maaf bang, tp kurang tepat, ini bisa bikin org lain yg awam jd mikir kalo reksadana itu investasi abal2 😣"
199,"@tanyakanrl Gaada nder, ak lagi main investasi bodong"
200,"@bola_abis Investasi paling aman adalah
Punya kontrakan yang banyak
Kaya pak haji bolot"
201,"Persiapkan dana tabungan untuk keperluan masa depan. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
83867
https://t.co/OcgvhRegbO"
202,"Semua orang perlu berinvestasi demi masa depan yang lebih baik. Mulai investasi reksadana di Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/73aGdqQy92
7675
https://t.co/sNvGWsWIF8"
203,"#TolakAICEsponsorpialaduniaQatar
#TolakAICEsponsorpialaduniaQatar
#TolakAICEsponsorpialaduniaQatar
Kami tidak anti investasi asing tapi kami anti investasi asing yang melanggar hukum indonesia,
Investasi AICE tidak patuh hukum indonesia, https://t.co/iXOWRkrgS6"
204,"#TolakAICEsponsorpialaduniaQatar
#TolakAICEsponsorpialaduniaQatar
#TolakAICEsponsorpialaduniaQatar
Kami tidak anti investasi asing tapi kami anti investasi asing yang melanggar hukum indonesia,
Investasi AICE tidak patuh hukum indonesia https://t.co/smzWbBLuny"
205,"#TolakAICEsponsorpialaduniaQatar
#TolakAICEsponsorpialaduniaQatar
#TolakAICEsponsorpialaduniaQatar
Kami tidak anti investasi asing tapi kami anti investasi asing yang melanggar hukum indonesia,
Investasi AICE tidak patuh hukum indonesia. https://t.co/iXOWRkrgS6"
206,"#TolakAICEsponsorpialaduniaQatar
#TolakAICEsponsorpialaduniaQatar
#TolakAICEsponsorpialaduniaQatar
Kami tidak anti investasi asing tapi kami anti investasi asing yang melanggar hukum indonesia,
Investasi AICE tidak patuh hukum indonesia.. https://t.co/YA9KhOggHx"
207,@MAJALAH_GATRA Gagal jadi mentri investasi yeh? Jd error gitu
208,"#TolakAICEsponsorpialaduniaQatar
#TolakAICEsponsorpialaduniaQatar
#TolakAICEsponsorpialaduniaQatar
Kami tidak anti investasi asing tapi kami anti investasi asing yang melanggar hukum indonesia,
Investasi AICE tidak patuh hukum indonesia..."
209,"@MAJALAH_GATRA Kalau menurut sy yg namanya investasi n bisnis gak selalu untung. Kalau org udh siap ngeluari  uang untuk investasi bukan cm mau untung, tp harus siap rugi. Tp YM jg mungkin kurng ahli di dunia bisnis. Jd gak bs memanfaat uang investasi umat untk memajukan usahanya."
210,@seanaana_ @ardianpancaa Investasi
211,"Aku ketika ditanya :

Gak mau investasi saham GoTo?

- Yusuf Mansur be like https://t.co/y8PiJXvpRL"
212,@worksfess Reksadana sih kalo gw. Gw bukan yg suka investasi di emas soalnya
213,"Investasi Patungan Kuliner Martabak invest mulai dari 5 Juta/Saham, bagi hasil setara 100Ribu/bulan, kontrak 2 thn. Join Invest Now...!"
214,"Semua orang perlu berinvestasi demi masa depan yang lebih baik. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
82846
https://t.co/OcgvhRegbO"
215,"kalian yang mau coba BIBIT untuk investasi, masukin kode referral : *liana5 bisa dapat cashback Rp. 25.000. Lumayan banget kan"
216,#penipu investasi bodong https://t.co/dkhDnUbS1M
217,"@lavicsa @worksfess Dia hedon apasi kok org2 aneh dah. 70% gajinya masuk investasi hei hedon drmn.
3-5 tahun lagi nilai rumah + saham bakal naik trus gajinya juga harusnya akan naik ke range 40-50jt
Apa ga enak tuh hidup wkwk hedon drmn kk"
218,"Berhenti kerja, ikut investasi,
5 tahun berjalan https://t.co/dnixpbT5tm"
219,#penipu investasi bodong https://t.co/0HSZIiCa51
220,#penipu investasi bodong...segera TANGKAP https://t.co/zRhRzmjZ7K
221,"Program Investasi Syariah Indonesia,follow InvesJamurJabon ada Program Investasi Properti di 2015, In-sya Allah Investasi utk Dunia Akhirat"
222,"@baubedak @bidskuit @worksfess Loh haha rumah tuh investasi, beli murah dijual juga harganya ga akan naik gede. Dia kpr rumah mahal ya ada ekspektasi kenaikan harga rumah plus 3-5 tahun lagi dia mungkin idh bergaji 50jt jd udh makin gampang."
223,"untuk mendapat hasil dua kali lebih banyak, lipat tigakan investasi anda pada pembelajaran."
224,@bakoeltempe99 @bola_abis Ya emang mirip namanya. Sekelas Bibit aja banyak yg malsuin https://t.co/ewLpjlihWO
225,"@anjritlaw @sunxlemoon @worksfess 1. Ekspektasi nilai investasi (saham + rumah)
2. 3 thn lagi dia mungkin bergaji 50jt.
Jd skrg dia tabungan 1jt per bulan mnurut gw udh bagus bgt, masa depan cerah ni org"
226,org org ko bisa investasi duit di tempat yg gk terdaftar ojk ya scr regulasi yg aman hrs udh terdaftar di ojk.
227,"Org2 kenapa yah wkwk si sender padahal alokasi gajinya udh 70% ke investasi (saham + rumah).
Ini manajemen uang yg bagus, dia masih sisa 1jt utk d tabung.
Makin lama rumah makin mahal + imbal hasil saham dia. Plus 3-4 thn lg dia bisa dpt gaji range 50jt
Apa ga kaya ni org? https://t.co/RkUMOC8imw"
228,"Semua orang perlu berinvestasi demi masa depan yang lebih baik. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
42202
https://t.co/a4VRKmEGXk"
229,"Persiapkan dana tabungan untuk keperluan masa depan. Mulai investasi reksadana di Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/73aGdqQy92
4205
https://t.co/sNvGWsWIF8"
230,Pendekatan Yurisdiksi Dinilai Efektif Capai Investasi Hijau https://t.co/ka6BlpeMpt #Terbaru #capai #dinilai #efektif #hijau
231,"@airmata_fdn @poo_teletabis @moominyzz @ohshitblabla @worksfess Ya sekalian investasi sih, dia beli rumah mahal juga ada ekspektasi naik kan harganya.
Trus sepanjang dia nyicil 15 tahun juga ada ekspektasi gaji naik. Mungkin 3-5 tahun lagi gajinya udh d range 50jt + harga rumah dah naik bberapa persen"
232,"Kekayaan sejati tidak diukur dari seberapa banyak investasi yang dia lakukan untuk memperoleh uang, tetapi seberapa besar investasi yang dia lakukan untuk memperoleh akhirat."
233,"@KompasTV Waooowwww, luar biasa mentri serba bisa mentri investasi jangka panjang sepanjang mimpi 3 periode, sabar dlu anak muda milenial generasi penerus bangsa sesabar rakyat menanti pemimpin baru yg lbh ikhlas &amp; amanah melayani rakyat negri +62"
234,"Ikuti Program Investasi Syariah Indonesia dgn follow InvesJamurJabon ada Program Investasi Properti di 2015, Invest mulai dari 10juta saja."
235,"Alves : ""Jika Anda akan melakukan investasi besar, Anda harus melakukannya dengan cara terbaik . Jika itu tergantung pada saya, saya akan bertaruh pada Mbappé."
236,belajar adl investasi tercerdas yg bs anda lkkn.Karena investasi anda akan kembali dgn jmlh yg ratusan bahkan ribuan kali lbh bsr dr sblmny.
237,"🔥 Sinyal Binary Option Gratis

ASET: $BTCUSD / $BTCJPY #bitcoin
ARAH: LOW 📉 @ 43180.14
JANGKA WAKTU: 5 MENIT
PLATFORM: Zentrader

#investasi #forexindonesia #zentrader #binomo"
238,"Ayo berinvestasi sekarang juga untuk masa depan sejahtera. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
05673
https://t.co/FsWOwLivhr"
239,"🔥 Sinyal Binary Option Gratis

ASET: $BTCUSD / $BTCJPY #bitcoin
ARAH: LOW 📉 @ 43182.4
JANGKA WAKTU: 5 MENIT
PLATFORM: Zentrader

#investasi #forexindonesia #zentrader #binomo"
240,@convomfs Investasi bodong😭
241,"Investasi bodong/saham gorengan tu emang menggiurkan 🤑 tapi harus tau kapan ngerasa cukup. Kalau ga yaa, pooff.. sim salabim duit mu ilang 😌 https://t.co/LBaqYEL7Hz"
242,@waxnt investasi di rp ca wkwkwk
243,@LAURENies11 Hmmm tentu saja investasi di binomo
244,"🔥 Sinyal Binary Option Gratis

ASET: $BTCUSD / $BTCJPY #bitcoin
ARAH: LOW 📉 @ 43179.7
JANGKA WAKTU: 5 MENIT
PLATFORM: Zentrader

#investasi #forexindonesia #zentrader #binomo"
245,"@thekognitif Lah non blok kan artinya ngga memihak. Di G20 bali nanti juga kalo bisa USA, Nato sm russia juga hadir aja di bali, mana tau indo bisa investasi di bidang ekonomi &amp; gdp makin bertumbuh 🤣"
246,"bangun fasilitas tim. itu investasi untuk masa depan paling jitu. lihat yg dilakukan Juventus. itulah yg bikin Juve lebih hebat ketimbang semua klub di Serie A dlm konteks pendapatan. 

https://t.co/X0nIZNRFjO"
247,"Investasi penting untuk semua orang. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
83528
https://t.co/pjofRpvysO"
248,"@periodknock kalo kata dokter sih investasi, garansinya jg ga kaelng2, tapi ya dapat vario"
249,Aku investasi perasaan ke kamu bukannya profit malah rugi. 🥺
250,"@bola_abis Ngga sepakbola doang sih min, DNA Robot Trading juga investasi di Klub Basket Indo. 😌😌"
251,"#infoWisata Rayu Australia Investasi di Sektor Perekraf, Sandiaga Uno: Kami Sepenuhnya Fasilitasi https://t.co/hX815oo9pl"
252,Reksa Dana Bisa Jadi Pilihan Investasi Setelah Mendapat THR https://t.co/d0ITU1c6vO
253,investasi bodong https://t.co/FfmWdASlEJ
254,Penyidik Bareskrim segera memeriksa figur publik dalam kasus dugaan penipuan investasi melalui aplikasi robot trading DNA Pro milik PT DNA Pro Akademia. Siapa s #Bareskrim https://t.co/6ChnK9ZsWY
255,@MAJALAH_GATRA Menunggu juga masalah platform investasi Santara yg dipromosikan om mardigu yg lagi banyak masalah juga
256,Menghadiahkan PUJIAN kepada orang disekitar anda adalah awal investasi KEBAHAGIAAN Anda
257,"Investasi Kuliner Legendaris Martabak LEGIT Group, investasi 1 Gerai 100Juta, bagi hasil 2Juta/Bulan. Join Now..!! https://t.co/UVQQ3lbCRi"
258,"Di luar segala polemiknya,
Aksen, intonasi serta cara penekanan vokal dari Yusuf Mansur di videonya sangat mewakili stereotip ustadz Indonesia.

Gak sering sih denger tone of voice tersebut namun dengan skrip bertema dinamika bisnis dan investasi."
259,Assalamualaikum investasi
260,"Sekali kali pengen lakuin hal yang berbeda, iya yang biasanya mendem masalah kalo bisa ganti kek jadi mendem harta karun lumayan kan investasi masa depan kalo butuh tinggal gali."
